City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,sidhpura,27.6333,78.8833,33.98,33,0,1.62,IN,1685417971
366,zaysan,47.4667,84.8667,13.65,50,100,4.17,KZ,1685417972
367,onega,63.9061,38.1404,8.75,66,69,2.37,RU,1685417972
368,badou,7.5833,0.6,22.93,97,95,1.19,TG,1685417973
369,yigo village,13.5361,144.8886,23.16,94,100,2.57,GU,1685417974
370,helegiu,46.35,26.75,8.53,77,55,1.77,RO,1685417974
371,arkalyk,50.2486,66.9114,27.77,23,23,4.13,KZ,1685417974
372,gadzhiyevo,69.2551,33.3362,6.39,62,92,7.09,RU,1685417974
373,pitimbu,-7.4706,-34.8086,24.33,83,96,4.03,BR,1685417974
374,mtwara,-10.2667,40.1833,21.71,92,8,4.29,TZ,1685417975
375,khulm,36.6974,67.6983,29.67,10,25,2.43,AF,1685417975
376,ibotirama,-12.1853,-43.2206,24.0,45,75,1.07,BR,1685417975
377,svirsk,53.0858,103.3325,13.11,56,100,4.77,RU,1685417976
378,puerto san jose,13.9256,-90.8244,27.26,80,39,3.69,GT,1685417976
379,robore,-18.3333,-59.75,16.35,93,100,1.36,BO,1685417976
380,fort st. john,56.2499,-120.8529,16.94,22,20,5.66,CA,1685417714
381,kidatu,-7.6992,36.9572,19.16,91,8,0.98,TZ,1685417976
382,ngaoundere,7.3167,13.5833,17.69,93,97,0.75,CM,1685417977
383,humaita,-7.5061,-63.0208,25.48,74,99,0.78,BR,1685417977
384,aldinga beach,-35.2793,138.4604,17.89,81,81,6.46,AU,1685417977
385,howrah,22.5892,88.3103,34.0,59,20,0.0,IN,1685417978
386,mana,5.6592,-53.7767,25.07,91,100,2.82,GF,1685417978
387,angaur state,6.906,134.13,29.04,75,58,3.85,PW,1685417978
388,maua,-23.6678,-46.4614,15.89,92,100,3.15,BR,1685417979
389,badger,64.8,-147.5333,9.93,88,100,6.69,US,1685417979
390,coro,11.4045,-69.6734,26.48,86,94,5.07,VE,1685417979
391,myeik,12.4333,98.6,30.38,62,100,3.35,MM,1685417979
392,beroroha,-21.6667,45.1667,17.65,77,0,1.41,MG,1685417979
393,ar rass,25.8694,43.4973,28.92,37,100,4.59,SA,1685417980
394,mitchell,43.7094,-98.0298,25.99,50,0,4.12,US,1685417773
395,palu,-0.8917,119.8707,32.15,63,30,1.12,ID,1685417980
396,eraan,9.0629,117.7016,31.28,64,93,5.67,PH,1685417980
397,klyuchi,52.2667,79.1667,17.48,46,0,6.04,RU,1685417981
398,sisimiut,66.9395,-53.6735,1.03,70,98,5.91,GL,1685417981
399,thinadhoo,0.5333,72.9333,29.25,69,91,5.21,MV,1685417981
400,pizarro,4.9533,-77.366,25.71,86,100,1.2,CO,1685417981
401,newman,37.3138,-121.0208,21.19,36,65,1.79,US,1685417981
402,mount isa,-20.7333,139.5,23.87,16,2,5.66,AU,1685417982
403,verkhnevilyuysk,63.4453,120.3167,20.08,30,16,1.54,RU,1685417982
404,tateyama,34.9833,139.8667,19.02,84,100,5.86,JP,1685417982
405,haiku-pauwela,20.9219,-156.3051,26.01,65,40,10.29,US,1685417983
406,diawara,15.022,-12.5437,34.81,28,86,5.28,SN,1685417983
407,al qubbah,32.7616,22.2424,15.41,63,73,3.11,LY,1685417984
408,poputnaya,44.5125,41.4392,17.34,88,100,2.26,RU,1685417984
409,ust-nera,64.5667,143.2,16.4,50,96,1.14,RU,1685417984
410,altai,46.3722,96.2583,6.31,49,92,7.09,MN,1685417985
411,torshavn,62.0097,-6.7716,9.66,90,8,9.0,FO,1685417985
412,saint-philippe,-21.3585,55.7679,20.77,73,38,2.66,RE,1685417985
413,balasore,21.4942,86.9317,36.28,39,60,4.09,IN,1685417985
414,argo,37.6333,22.7333,15.99,72,1,1.35,GR,1685417986
415,bullsbrook,-31.6667,116.0,23.84,43,40,6.17,AU,1685417986
416,zhangye,38.9342,100.4517,23.46,23,2,3.38,CN,1685417987
417,colon,9.3592,-79.9014,25.53,87,100,1.13,PA,1685417987
418,cabedelo,-6.9811,-34.8339,24.37,85,66,4.24,BR,1685417987
419,el triunfo,-1.9333,-79.9667,27.02,91,95,1.58,EC,1685417987
420,kenda,23.2,86.5333,36.68,30,66,0.98,IN,1685417987
421,siwa oasis,29.2041,25.5195,22.09,51,5,4.28,EG,1685417988
422,zhaotong,27.3167,103.7167,24.43,58,88,2.27,CN,1685417824
423,concepcion,-36.827,-73.0498,7.89,87,100,2.06,CL,1685417988
424,mahajanga,-15.7167,46.3167,22.01,83,20,1.54,MG,1685417988
425,laguna,38.421,-121.4238,20.73,66,40,6.69,US,1685417989
426,baruun-urt,46.6806,113.2792,19.97,23,100,4.57,MN,1685417989
427,ixtapa,20.7,-105.2,26.57,83,100,3.6,MX,1685417771
428,ergli,56.8975,25.6367,9.89,59,99,2.4,LV,1685417989
429,najran,17.4924,44.1277,21.36,48,94,2.15,SA,1685417990
430,safford,32.834,-109.7076,29.51,21,0,7.72,US,1685417990
431,kapa'a,22.0752,-159.319,27.99,77,20,5.66,US,1685417815
432,yeppoon,-23.1333,150.7333,22.88,46,0,4.6,AU,1685417990
433,gwadar,25.1216,62.3254,29.38,78,18,4.03,PK,1685417990
434,songea,-10.6833,35.65,13.36,80,10,0.99,TZ,1685417991
435,ulladulla,-35.35,150.4667,18.76,44,55,0.7,AU,1685417991
436,qarazhal,48.0078,70.7903,23.25,32,35,1.13,KZ,1685417991
437,kalevala,65.2,31.1667,7.09,61,41,3.2,RU,1685417991
438,douentza,14.9951,-2.9517,31.08,22,100,1.63,ML,1685417991
439,sao domingos do maranhao,-5.5758,-44.3853,24.91,76,63,1.32,BR,1685417992
440,birjand,32.8663,59.2211,22.26,15,0,3.09,IR,1685417992
441,usogorsk,63.4106,48.6872,15.1,55,28,3.95,RU,1685417992
442,isabela,6.7085,121.9711,32.03,63,93,3.17,PH,1685417992
443,nova xavantina,-14.6667,-52.35,21.23,62,7,1.09,BR,1685417992
444,niquero,20.0431,-77.5828,26.39,81,5,1.49,CU,1685417993
445,katsuura,35.1333,140.3,19.45,79,100,4.82,JP,1685417993
446,ta`u,-14.2336,-169.5144,27.77,81,44,8.52,AS,1685417993
447,kurumkan,54.3,110.3,18.36,34,61,1.75,RU,1685417993
448,bocas del toro,9.3333,-82.25,25.03,84,100,3.54,PA,1685417994
449,bubaque,11.2833,-15.8333,27.36,85,100,6.61,GW,1685417994
450,atafu village,-8.5421,-172.5159,29.04,71,100,5.3,TK,1685417994
451,casper,42.8666,-106.3131,17.07,51,0,3.6,US,1685417994
452,pemangkat,1.1667,108.9667,30.71,63,100,3.31,ID,1685417994
453,nagykanizsa,46.4535,16.991,15.06,92,36,2.87,HU,1685417995
454,labytnangi,66.6572,66.4183,12.62,94,100,3.26,RU,1685417995
455,cutlerville,42.8409,-85.6636,20.78,58,5,2.75,US,1685417959
456,amalapuram,16.5833,82.0167,34.24,55,65,2.69,IN,1685417995
457,lata,40.1629,-8.3327,16.15,99,100,1.11,PT,1685417995
458,vallenar,-28.5708,-70.7581,15.69,57,26,0.64,CL,1685417996
459,thompson,55.7435,-97.8558,20.09,83,100,2.06,CA,1685417996
460,sho'rchi,38.0141,67.7899,28.68,12,84,2.1,UZ,1685417996
461,labasa,-16.4167,179.3833,28.87,74,55,3.53,FJ,1685417996
462,awang,7.1531,124.2211,29.86,68,93,2.9,PH,1685417996
463,queenstown,-31.8976,26.8753,11.57,88,100,0.49,ZA,1685417996
464,sovetskiy,61.3614,63.5842,18.32,46,0,5.61,RU,1685417997
465,castlebar,53.85,-9.3,11.99,93,72,1.22,IE,1685417997
466,geraldton,-28.7667,114.6,26.23,53,61,5.14,AU,1685417997
467,lahaina,20.8783,-156.6825,27.0,80,37,4.23,US,1685417732
468,sawang wirawong,15.2416,105.0922,34.4,55,39,2.13,TH,1685417997
469,kyshtovka,56.555,76.6271,18.35,45,7,2.26,RU,1685417997
470,kosonsoy,41.2561,71.5508,23.31,21,0,1.29,UZ,1685417998
471,tindouf,27.6711,-8.1474,16.25,63,0,9.26,DZ,1685417998
472,bria,6.5423,21.9863,19.13,95,96,0.55,CF,1685417998
473,soto la marina,23.7667,-98.2167,24.8,84,66,1.45,MX,1685417998
474,oranjemund,-28.55,16.4333,13.39,78,68,8.1,NA,1685417998
475,urengoy,65.9667,78.3667,16.44,45,100,5.37,RU,1685417998
476,fort saskatchewan,53.7168,-113.2187,20.43,59,98,2.57,CA,1685417998
477,freetown,8.484,-13.2299,26.56,87,100,2.5,SL,1685417999
478,bakchar,57.0186,82.0711,20.03,34,3,2.93,RU,1685417999
479,mahibadhoo,3.7833,72.9667,28.85,73,43,4.74,MV,1685417999
480,jinka,5.65,36.65,16.14,75,23,1.55,ET,1685417999
481,port lincoln,-34.7333,135.8667,18.26,70,59,7.67,AU,1685418000
482,ituango,7.1712,-75.764,17.22,98,100,0.43,CO,1685418000
483,mawlaik,23.6333,94.4167,41.06,24,12,0.57,MM,1685418000
484,sudak,44.85,34.9667,17.15,91,87,1.71,UA,1685418000
485,callao,-12.0667,-77.15,22.16,73,100,5.14,PE,1685418000
486,san rafael,-34.6177,-68.3301,11.42,46,43,0.98,AR,1685418001
487,ambovombe,-25.1667,46.0833,19.47,87,0,4.21,MG,1685418001
488,nova olinda do norte,-3.8881,-59.0942,24.34,90,100,1.3,BR,1685418002
489,ungsang-nodongjagu,42.3578,130.4622,19.6,46,45,1.89,KP,1685418003
490,susanville,40.4163,-120.653,17.91,56,0,1.54,US,1685417857
491,east london,-33.0153,27.9116,17.52,88,0,4.12,ZA,1685418006
492,necochea,-38.5473,-58.7368,9.79,70,100,5.64,AR,1685418006
493,santa cruz del norte,23.1539,-81.9236,26.34,74,100,1.88,CU,1685417760
494,almazan,41.4865,-2.5309,9.73,88,14,2.24,ES,1685418008
495,ilam,26.9167,87.9167,27.99,52,3,2.53,NP,1685418008
496,beauharnois,45.3168,-73.8659,17.19,52,20,3.6,CA,1685418008
497,spring creek,40.7266,-115.5859,19.83,54,100,0.56,US,1685418009
498,gisborne,-38.6533,178.0042,17.74,76,100,1.15,NZ,1685418009
499,acarau,-2.8856,-40.12,25.18,88,85,5.21,BR,1685418009
500,san luis potosi,22.5,-100.5,17.54,84,47,4.5,MX,1685418010
501,ghadamis,30.1337,9.5007,20.53,51,88,4.0,LY,1685418010
502,vorgashor,67.5833,63.95,10.0,95,100,3.45,RU,1685418010
503,lospalos,-8.5186,127.0025,25.2,69,78,4.85,TL,1685418010
504,lebyazh'ye,55.2689,66.4947,24.19,48,12,4.66,RU,1685418011
505,rexburg,43.826,-111.7897,17.73,66,100,4.12,US,1685417887
506,itamaraca,-7.7478,-34.8256,25.03,85,92,3.41,BR,1685418011
507,at taj,24.2049,23.2857,22.05,26,0,3.42,LY,1685418012
508,oyem,1.5995,11.5793,19.69,99,67,1.04,GA,1685418012
509,serov,59.6033,60.5787,17.59,50,0,3.75,RU,1685418012
510,lihue,21.9789,-159.3672,27.58,71,20,5.66,US,1685418013
511,coyhaique,-45.5752,-72.0662,7.34,87,40,2.57,CL,1685418013
512,blytheville,35.9273,-89.919,21.99,53,0,1.54,US,1685418013
513,shalqar,47.8333,59.6,26.29,16,86,4.34,KZ,1685418014
514,cartagena,10.3997,-75.5144,27.79,89,75,2.06,CO,1685418014
515,wau,7.7029,27.9953,21.9,92,78,1.7,SS,1685418014
516,pokaran,26.9167,71.9167,26.64,55,100,8.22,IN,1685418014
517,ayaviri,-14.8864,-70.5889,2.5,37,19,1.08,PE,1685418015
518,imbituba,-28.24,-48.6703,19.36,74,62,1.9,BR,1685418015
519,truro,50.2653,-5.0544,12.42,81,90,5.06,GB,1685418015
520,cuito,-12.3833,16.9333,12.53,51,17,1.35,AO,1685418016
521,xai-xai,-25.0519,33.6442,19.49,91,99,2.87,MZ,1685418016
522,touros,-5.1989,-35.4608,24.14,91,38,4.09,BR,1685418016
523,gus'-khrustal'nyy,55.6111,40.6519,14.69,60,49,0.67,RU,1685418017
524,mitu,1.1983,-70.1733,22.49,98,98,0.74,CO,1685418018
525,siluko,6.5386,5.1609,23.94,99,99,0.54,NG,1685418018
526,muisne,0.6,-80.0333,26.11,85,100,4.29,EC,1685418018
527,achacachi,-16.05,-68.6833,5.64,45,1,2.79,BO,1685418018
528,kozel'sk,54.0375,35.7716,13.43,69,0,0.78,RU,1685418019
529,singkil,-7.9855,111.4161,29.74,58,36,1.63,ID,1685418019
530,piracanjuba,-17.3028,-49.0167,18.37,67,50,1.69,BR,1685418019
531,san luis de la loma,17.2706,-100.8939,28.55,72,2,2.54,MX,1685418020
532,aswan,24.0934,32.907,24.61,29,0,1.54,EG,1685418020
533,yanbu,24.0891,38.0637,27.02,89,20,2.57,SA,1685418020
534,concepcion de la sierra,-27.9831,-55.5203,11.47,98,71,1.1,AR,1685418020
535,verkhnedneprovskiy,54.9813,33.3457,12.17,66,0,1.31,RU,1685418021
536,kruisfontein,-34.0033,24.7314,15.49,94,100,3.47,ZA,1685418021
537,north platte,41.1239,-100.7654,17.29,79,100,4.47,US,1685418022
538,williams lake,52.1415,-122.1445,18.76,36,75,4.63,CA,1685418018
539,bamusso,4.4591,8.9027,25.05,89,100,1.33,CM,1685418022
540,mournies,35.4764,24.0092,18.79,88,20,0.0,GR,1685418022
541,essaouira,31.5125,-9.77,16.72,78,20,2.06,MA,1685418023
542,karachi,24.9056,67.0822,29.9,66,75,2.57,PK,1685417762
543,inarajan village,13.2736,144.7484,24.08,85,100,5.08,GU,1685418023
544,la toma,-33.0526,-65.6238,8.75,72,8,3.65,AR,1685418023
545,nabire,-3.3667,135.4833,31.55,61,65,2.45,ID,1685418024
546,palangkaraya,-2.2,113.8333,34.29,47,28,1.08,ID,1685418024
547,sao jose da coroa grande,-8.8978,-35.1478,24.59,85,82,3.3,BR,1685418024
548,latimer,30.5346,-88.8667,24.94,73,75,0.0,US,1685418024
549,fukuecho,32.6881,128.8419,22.2,94,75,2.06,JP,1685418025
550,port isabel,26.0734,-97.2086,27.79,76,75,5.14,US,1685418025
551,shahrak,34.1074,64.3052,14.89,28,0,1.79,AF,1685418026
552,yesilyurt,38.2972,38.2497,11.97,82,28,0.48,TR,1685418026
553,morehead city,34.7229,-76.726,19.99,91,20,1.54,US,1685418026
554,yaren,-0.5472,166.916,29.13,71,99,2.45,NR,1685418026
555,namdrik,5.5994,168.1028,27.09,83,100,7.41,MH,1685418027
556,dauphin,51.1494,-100.0502,16.08,100,40,1.03,CA,1685417790
557,planeta rica,8.4147,-75.5883,24.09,95,100,3.35,CO,1685418027
558,okeho,8.0333,3.35,21.89,96,98,1.6,NG,1685418027
559,palmerston north,-40.35,175.6167,17.25,88,99,0.45,NZ,1685418028
560,bima,-8.4667,118.7167,31.17,55,44,1.28,ID,1685418028
561,punaauia,-17.6333,-149.6,27.57,78,75,4.02,PF,1685418028
562,hammel,56.2576,9.8632,9.89,90,91,1.9,DK,1685418029
563,djebeniana,35.035,10.9081,19.89,82,29,5.91,TN,1685418030
564,chicoana,-25.1009,-65.5331,8.36,86,2,0.14,AR,1685418030
